NOC,Season,Sport,Bronze,Gold,No Medal,Silver
SVK,Winter,Cross Country Skiing,0,0,96,0
SVK,Winter,Figure Skating,0,0,6,0
SVK,Winter,Freestyle Skiing,0,0,2,0
SVK,Winter,Ice Hockey,0,0,155,0
SVK,Winter,Luge,0,0,29,0
SVK,Winter,Nordic Combined,0,0,5,0
SVK,Winter,Short Track Speed Skating,0,0,7,0
SVK,Winter,Ski Jumping,0,0,10,0
SVK,Winter,Snowboarding,0,0,3,1
SWE,Summer,Archery,0,0,66,2
SWE,Summer,Art Competitions,2,2,103,0
SWE,Summer,Athletics,61,32,879,35
SWE,Summer,Badminton,0,0,35,0
SWE,Summer,Basketball,0,0,12,0
SWE,Summer,Beach Volleyball,0,0,6,0
SWE,Summer,Boxing,6,0,66,5
SWE,Summer,Canoeing,11,23,172,23
SWE,Summer,Cycling,22,15,190,11
SWE,Summer,Diving,7,6,132,8
SWE,Summer,Equestrianism,24,37,306,24
SWE,Summer,Fencing,7,6,220,13
SWE,Summer,Figure Skating,1,3,2,2
SWE,Summer,Football,30,12,181,18
SWE,Summer,Golf,0,0,3,1
SWE,Summer,Gymnastics,1,95,386,7
SWE,Summer,Handball,0,0,105,61
SWE,Summer,Ice Hockey,0,0,11,0
SWE,Summer,Judo,0,0,28,0
SWE,Summer,Modern Pentathlon,7,9,77,9
SWE,Summer,Rhythmic Gymnastics,0,0,1,0
SWE,Summer,Rowing,0,0,139,10
SWE,Summer,Sailing,35,33,213,45
SWE,Summer,Shooting,40,32,448,54
SWE,Summer,Swimming,35,9,675,26
SWE,Summer,Synchronized Swimming,0,0,1,0
SWE,Summer,Table Tennis,1,1,58,1
SWE,Summer,Taekwondo,0,0,8,0
SWE,Summer,Tennis,8,0,115,6
SWE,Summer,Triathlon,0,0,3,1
SWE,Summer,Tug-Of-War,8,11,8,0
SWE,Summer,Volleyball,0,0,12,0
SWE,Summer,Water Polo,17,0,47,7
SWE,Summer,Weightlifting,4,0,60,0
SWE,Summer,Wrestling,31,28,200,27
SWE,Winter,Alpine Skiing,9,5,288,2
SWE,Winter,Biathlon,12,3,202,1
SWE,Winter,Bobsleigh,0,0,75,0
SWE,Winter,Cross Country Skiing,39,54,473,30
SWE,Winter,Curling,9,8,22,12
SWE,Winter,Figure Skating,1,2,18,1
SWE,Winter,Freestyle Skiing,1,0,45,1
SWE,Winter,Ice Hockey,99,46,258,72
SWE,Winter,Luge,0,0,40,0
SWE,Winter,Nordic Combined,1,0,16,1
SWE,Winter,Short Track Speed Skating,0,0,7,0
SWE,Winter,Ski Jumping,1,0,90,1
SWE,Winter,Snowboarding,0,0,36,1
SWE,Winter,Speed Skating,5,7,265,4
SWZ,Summer,Athletics,0,0,34,0
SWZ,Summer,Boxing,0,0,8,0
SWZ,Summer,Shooting,0,0,2,0
SWZ,Summer,Swimming,0,0,16,0
SWZ,Summer,Taekwondo,0,0,1,0
SWZ,Summer,Weightlifting,0,0,3,0
SWZ,Winter,Alpine Skiing,0,0,3,0
SYR,Summer,Athletics,0,1,31,0
SYR,Summer,Boxing,1,0,18,0
SYR,Summer,Cycling,0,0,1,0
SYR,Summer,Diving,0,0,2,0
SYR,Summer,Equestrianism,0,0,1,0
SYR,Summer,Football,0,0,15,0
SYR,Summer,Judo,0,0,9,0
SYR,Summer,Shooting,0,0,12,0
SYR,Summer,Swimming,0,0,13,0
SYR,Summer,Table Tennis,0,0,1,0
SYR,Summer,Triathlon,0,0,1,0
SYR,Summer,Weightlifting,0,0,12,0
SYR,Summer,Wrestling,0,0,37,1
TAN,Summer,Athletics,0,0,100,2
TAN,Summer,Boxing,0,0,36,0
TAN,Summer,Hockey,0,0,16,0
TAN,Summer,Judo,0,0,1,0
TAN,Summer,Swimming,0,0,6,0
TCH,Summer,Archery,0,0,4,0
TCH,Summer,Art Competitions,2,0,84,1
TCH,Summer,Athletics,5,11,339,8
TCH,Summer,Badminton,0,0,2,0
TCH,Summer,Basketball,0,0,123,0
TCH,Summer,Boxing,2,3,45,1
TCH,Summer,Canoeing,1,10,151,7
TCH,Summer,Cycling,8,2,160,3
TCH,Summer,Diving,0,1,17,1
TCH,Summer,Equestrianism,0,1,56,0
TCH,Summer,Fencing,0,0,108,0
TCH,Summer,Football,0,16,51,17
TCH,Summer,Gymnastics,17,19,979,42
TCH,Summer,Handball,0,0,72,16
TCH,Summer,Hockey,0,0,0,16
TCH,Summer,Ice Hockey,8,0,0,0
TCH,Summer,Judo,1,0,16,0
TCH,Summer,Modern Pentathlon,1,0,29,3
TCH,Summer,Rhythmic Gymnastics,0,0,4,0
TCH,Summer,Rowing,34,7,201,4
TCH,Summer,Sailing,0,0,12,0
TCH,Summer,Shooting,2,4,184,3
TCH,Summer,Swimming,0,0,110,0
TCH,Summer,Synchronized Swimming,0,0,1,0
TCH,Summer,Table Tennis,0,0,12,0
TCH,Summer,Tennis,4,1,28,2
TCH,Summer,Volleyball,12,0,60,11
TCH,Summer,Water Polo,0,0,43,0
TCH,Summer,Weightlifting,3,3,58,2
TCH,Summer,Wrestling,7,1,90,7
TCH,Winter,Alpine Skiing,1,0,117,0
TCH,Winter,Biathlon,0,0,72,0
TCH,Winter,Bobsleigh,0,0,28,0
TCH,Winter,Cross Country Skiing,7,0,265,4
TCH,Winter,Figure Skating,3,1,56,1
TCH,Winter,Ice Hockey,57,0,127,74
TCH,Winter,Luge,0,0,46,0
TCH,Winter,Military Ski Patrol,0,0,4,0
TCH,Winter,Nordic Combined,0,0,52,0
TCH,Winter,Ski Jumping,7,1,76,2
TCH,Winter,Speed Skating,0,0,34,0
TGA,Summer,Archery,0,0,3,0
TGA,Summer,Athletics,0,0,20,0
TGA,Summer,Boxing,0,0,12,1
TGA,Summer,Judo,0,0,1,0
TGA,Summer,Swimming,0,0,3,0
TGA,Summer,Taekwondo,0,0,1,0
TGA,Summer,Weightlifting,0,0,4,0
TGA,Winter,Luge,0,0,1,0
THA,Summer,Archery,0,0,7,0
THA,Summer,Athletics,0,0,159,0
THA,Summer,Badminton,0,0,50,0
THA,Summer,Basketball,0,0,9,0
THA,Summer,Boxing,6,4,69,4
THA,Summer,Canoeing,0,0,1,0
THA,Summer,Cycling,0,0,50,0
THA,Summer,Diving,0,0,6,0
THA,Summer,Equestrianism,0,0,2,0
THA,Summer,Fencing,0,0,19,0
THA,Summer,Football,0,0,28,0
THA,Summer,Golf,0,0,4,0
THA,Summer,Judo,0,0,10,0
THA,Summer,Rowing,0,0,5,0
THA,Summer,Sailing,0,0,32,0
THA,Summer,Shooting,0,0,118,0
THA,Summer,Swimming,0,0,82,0
THA,Summer,Table Tennis,0,0,7,0
THA,Summer,Taekwondo,3,0,8,2
THA,Summer,Tennis,0,0,13,0
THA,Summer,Weightlifting,4,5,32,2
THA,Winter,Alpine Skiing,0,0,3,0
THA,Winter,Cross Country Skiing,0,0,3,0
TJK,Summer,Archery,0,0,2,0
TJK,Summer,Athletics,0,1,10,0
TJK,Summer,Boxing,1,0,9,0
TJK,Summer,Diving,0,0,2,0
TJK,Summer,Judo,1,0,9,0
TJK,Summer,Shooting,0,0,4,0
TJK,Summer,Swimming,0,0,7,0
TJK,Summer,Taekwondo,0,0,2,0
TJK,Summer,Weightlifting,0,0,1,0
TJK,Summer,Wrestling,0,0,10,1
TJK,Winter,Alpine Skiing,0,0,10,0
TKM,Summer,Athletics,0,0,11,0
TKM,Summer,Boxing,0,0,7,0
TKM,Summer,Judo,0,0,10,0
TKM,Summer,Shooting,0,0,5,0
TKM,Summer,Swimming,0,0,8,0
TKM,Summer,Table Tennis,0,0,2,0
TKM,Summer,Weightlifting,0,0,9,0
TKM,Summer,Wrestling,0,0,2,0
TLS,Summer,Athletics,0,0,7,0
TLS,Summer,Cycling,0,0,1,0
TLS,Winter,Alpine Skiing,0,0,1,0
TOG,Summer,Athletics,0,0,31,0
TOG,Summer,Boxing,0,0,8,0
TOG,Summer,Canoeing,1,0,2,0
TOG,Summer,Cycling,0,0,5,0
TOG,Summer,Judo,0,0,3,0
TOG,Summer,Rowing,0,0,1,0
TOG,Summer,Swimming,0,0,3,0
TOG,Summer,Table Tennis,0,0,1,0
TOG,Summer,Tennis,0,0,1,0
TOG,Winter,Alpine Skiing,0,0,2,0
TOG,Winter,Cross Country Skiing,0,0,1,0
TPE,Summer,Archery,6,0,78,3
TPE,Summer,Athletics,1,0,126,1
TPE,Summer,Badminton,0,0,34,0
TPE,Summer,Baseball,0,0,47,20
TPE,Summer,Basketball,0,0,11,0
TPE,Summer,Boxing,0,0,21,0
TPE,Summer,Cycling,0,0,41,0
TPE,Summer,Diving,0,0,6,0
TPE,Summer,Equestrianism,0,0,1,0
TPE,Summer,Fencing,0,0,9,0
TPE,Summer,Football,0,0,13,0
TPE,Summer,Golf,0,0,4,0
TPE,Summer,Gymnastics,0,0,92,0
TPE,Summer,Judo,0,0,43,0
TPE,Summer,Modern Pentathlon,0,0,3,0
TPE,Summer,Rowing,0,0,5,0
TPE,Summer,Sailing,0,0,13,0
TPE,Summer,Shooting,0,0,57,0
TPE,Summer,Softball,0,0,45,0
TPE,Summer,Swimming,0,0,159,0
TPE,Summer,Table Tennis,1,0,57,1
TPE,Summer,Taekwondo,5,2,10,1
TPE,Summer,Tennis,0,0,17,0
TPE,Summer,Weightlifting,5,1,52,2
TPE,Summer,Wrestling,0,0,7,0
TPE,Winter,Alpine Skiing,0,0,28,0
TPE,Winter,Biathlon,0,0,4,0
TPE,Winter,Bobsleigh,0,0,34,0
TPE,Winter,Cross Country Skiing,0,0,7,0
TPE,Winter,Figure Skating,0,0,4,0
TPE,Winter,Luge,0,0,16,0
TPE,Winter,Short Track Speed Skating,0,0,2,0
TPE,Winter,Speed Skating,0,0,2,0
TTO,Summer,Athletics,14,7,221,7
TTO,Summer,Badminton,0,0,1,0
TTO,Summer,Boxing,0,0,5,0
TTO,Summer,Cycling,0,0,47,0
TTO,Summer,Gymnastics,0,0,4,0
TTO,Summer,Judo,0,0,1,0
TTO,Summer,Rowing,0,0,1,0
TTO,Summer,Sailing,0,0,7,0
TTO,Summer,Shooting,0,0,8,0
TTO,Summer,Swimming,1,0,32,0
TTO,Summer,Table Tennis,0,0,2,0
TTO,Summer,Taekwondo,0,0,2,0
TTO,Summer,Weightlifting,2,0,5,1
TTO,Winter,Bobsleigh,0,0,7,0
TUN,Summer,Athletics,1,1,69,3
TUN,Summer,Basketball,0,0,12,0
TUN,Summer,Beach Volleyball,0,0,2,0
TUN,Summer,Boxing,2,0,45,0
TUN,Summer,Canoeing,0,0,8,0
TUN,Summer,Cycling,0,0,10,0
TUN,Summer,Fencing,1,0,26,0
TUN,Summer,Football,0,0,65,0
TUN,Summer,Gymnastics,0,0,8,0
TUN,Summer,Handball,0,0,72,0
TUN,Summer,Judo,0,0,38,0
TUN,Summer,Modern Pentathlon,0,0,6,0
TUN,Summer,Rowing,0,0,8,0
TUN,Summer,Sailing,0,0,7,0
TUN,Summer,Shooting,0,0,5,0
TUN,Summer,Swimming,1,2,27,0
TUN,Summer,Table Tennis,0,0,17,0
TUN,Summer,Taekwondo,1,0,7,0
TUN,Summer,Tennis,0,0,6,0
TUN,Summer,Volleyball,0,0,70,0
TUN,Summer,Weightlifting,0,0,12,0
TUN,Summer,Wrestling,1,0,28,0
TUR,Summer,Archery,0,0,57,0
TUR,Summer,Art Competitions,0,0,3,0
TUR,Summer,Athletics,3,1,218,2
TUR,Summer,Badminton,0,0,2,0
TUR,Summer,Basketball,0,0,42,0
TUR,Summer,Boxing,3,0,63,2
TUR,Summer,Canoeing,0,0,2,0
TUR,Summer,Cycling,0,0,40,0
TUR,Summer,Diving,0,0,2,0
TUR,Summer,Equestrianism,0,0,39,0
TUR,Summer,Fencing,0,0,35,0
TUR,Summer,Football,0,0,71,0
TUR,Summer,Gymnastics,0,0,11,0
TUR,Summer,Judo,1,1,31,0
TUR,Summer,Modern Pentathlon,0,0,1,0
TUR,Summer,Rowing,0,0,3,0
TUR,Summer,Sailing,0,0,44,0
TUR,Summer,Shooting,0,0,38,0
TUR,Summer,Swimming,0,0,100,0
TUR,Summer,Table Tennis,0,0,6,0
TUR,Summer,Taekwondo,3,1,5,3
TUR,Summer,Tennis,0,0,1,0
TUR,Summer,Volleyball,0,0,12,0
TUR,Summer,Weightlifting,2,8,54,2
TUR,Summer,Wrestling,16,29,203,18
TUR,Winter,Alpine Skiing,0,0,107,0
TUR,Winter,Cross Country Skiing,0,0,67,0
TUR,Winter,Figure Skating,0,0,4,0
TUV,Summer,Athletics,0,0,5,0
TUV,Summer,Weightlifting,0,0,2,0
UAE,Summer,Athletics,0,0,23,0
UAE,Summer,Cycling,0,0,16,0
UAE,Summer,Equestrianism,0,0,1,0
UAE,Summer,Football,0,0,18,0
UAE,Summer,Judo,1,0,4,0
UAE,Summer,Sailing,0,0,1,0
UAE,Summer,Shooting,0,1,15,0
UAE,Summer,Swimming,0,0,61,0
UAE,Summer,Taekwondo,0,0,1,0
UAE,Summer,Weightlifting,0,0,2,0
UAR,Summer,Athletics,0,0,2,0
UAR,Summer,Boxing,1,0,3,0
UAR,Summer,Diving,0,0,4,0
UAR,Summer,Equestrianism,0,0,6,0
UAR,Summer,Fencing,0,0,9,0
UAR,Summer,Football,0,0,17,0
UAR,Summer,Gymnastics,0,0,48,0
UAR,Summer,Rowing,0,0,9,0
UAR,Summer,Shooting,0,0,3,0
UAR,Summer,Water Polo,0,0,10,0
UAR,Summer,Weightlifting,0,0,7,0
UAR,Summer,Wrestling,0,0,3,1
UGA,Summer,Archery,0,0,1,0
UGA,Summer,Athletics,1,2,140,0
UGA,Summer,Badminton,0,0,2,0
UGA,Summer,Boxing,1,0,67,3
UGA,Summer,Cycling,0,0,2,0
UGA,Summer,Hockey,0,0,17,0
UGA,Summer,Swimming,0,0,10,0
UGA,Summer,Table Tennis,0,0,7,0
UGA,Summer,Weightlifting,0,0,7,0
UKR,Summer,Archery,4,1,55,3
UKR,Summer,Athletics,16,2,369,3
UKR,Summer,Badminton,0,0,18,0
UKR,Summer,Basketball,0,0,12,0
UKR,Summer,Boxing,7,4,29,3
UKR,Summer,Canoeing,7,3,51,2
UKR,Summer,Cycling,2,0,95,4
UKR,Summer,Diving,4,0,59,0
UKR,Summer,Equestrianism,0,0,26,0
UKR,Summer,Fencing,3,5,79,4
UKR,Summer,Gymnastics,10,5,313,8
UKR,Summer,Handball,15,0,0,0
UKR,Summer,Judo,2,0,41,1
UKR,Summer,Modern Pentathlon,1,0,13,1
UKR,Summer,Rhythmic Gymnastics,4,1,29,0
UKR,Summer,Rowing,4,4,69,4
UKR,Summer,Sailing,4,2,35,5
UKR,Summer,Shooting,2,4,90,2
UKR,Summer,Swimming,1,4,196,2
UKR,Summer,Synchronized Swimming,0,0,18,0
UKR,Summer,Table Tennis,0,0,10,0
UKR,Summer,Taekwondo,0,0,3,0
UKR,Summer,Tennis,0,0,23,0
UKR,Summer,Trampolining,0,1,7,1
UKR,Summer,Triathlon,0,0,11,0
UKR,Summer,Volleyball,0,0,12,0
UKR,Summer,Water Polo,0,0,13,0
UKR,Summer,Weightlifting,3,3,41,2
UKR,Summer,Wrestling,6,3,74,6
UKR,Winter,Alpine Skiing,0,0,36,0
UKR,Winter,Biathlon,3,4,163,1
UKR,Winter,Bobsleigh,0,0,14,0
UKR,Winter,Cross Country Skiing,0,0,150,0
UKR,Winter,Figure Skating,2,1,58,0
UKR,Winter,Freestyle Skiing,0,0,31,0
UKR,Winter,Ice Hockey,0,0,22,0
UKR,Winter,Luge,0,0,35,0
UKR,Winter,Nordic Combined,0,0,9,0
UKR,Winter,Short Track Speed Skating,0,0,10,0
UKR,Winter,Ski Jumping,0,0,18,0
UKR,Winter,Snowboarding,0,0,6,0
UKR,Winter,Speed Skating,0,0,17,0
UNK,Summer,Art Competitions,0,0,2,0
URS,Summer,Archery,3,1,18,3
URS,Summer,Athletics,89,83,613,70
URS,Summer,Basketball,48,48,0,50
URS,Summer,Boxing,18,14,45,19
URS,Summer,Canoeing,12,54,54,21
URS,Summer,Cycling,16,29,98,8
URS,Summer,Diving,6,4,86,4
URS,Summer,Equestrianism,6,16,133,7
URS,Summer,Fencing,36,63,133,47
URS,Summer,Football,51,36,15,0
URS,Summer,Gymnastics,48,141,509,99
URS,Summer,Handball,15,55,15,14
URS,Summer,Hockey,32,0,15,0
URS,Summer,Judo,13,5,8,5
URS,Summer,Modern Pentathlon,5,13,27,9
URS,Summer,Rhythmic Gymnastics,1,1,0,0
URS,Summer,Rowing,45,23,166,87
URS,Summer,Sailing,4,7,90,9
URS,Summer,Shooting,17,17,90,15
URS,Summer,Swimming,60,18,347,46
URS,Summer,Synchronized Swimming,0,0,5,0
URS,Summer,Table Tennis,0,0,8,0
URS,Summer,Tennis,0,0,10,0
URS,Summer,Volleyball,12,81,0,48
URS,Summer,Water Polo,34,22,21,22
URS,Summer,Weightlifting,2,39,9,21
URS,Summer,Wrestling,23,62,44,31
URS,Winter,Alpine Skiing,1,0,108,0
URS,Winter,Biathlon,5,27,26,5
URS,Winter,Bobsleigh,6,2,16,0
URS,Winter,Cross Country Skiing,32,44,136,35
URS,Winter,Figure Skating,8,20,50,16
URS,Winter,Ice Hockey,17,131,0,20
URS,Winter,Luge,3,1,40,3
URS,Winter,Nordic Combined,2,0,32,1
URS,Winter,Ski Jumping,0,1,53,0
URS,Winter,Speed Skating,19,24,162,17
URU,Summer,Art Competitions,0,0,8,0
URU,Summer,Athletics,0,0,51,0
URU,Summer,Basketball,24,0,57,0
URU,Summer,Boxing,1,0,35,0
URU,Summer,Canoeing,0,0,4,0
URU,Summer,Cycling,0,0,102,1
URU,Summer,Diving,0,0,1,0
URU,Summer,Equestrianism,0,0,9,0
URU,Summer,Fencing,0,0,45,0
URU,Summer,Football,0,31,16,0
URU,Summer,Judo,0,0,6,0
URU,Summer,Modern Pentathlon,0,0,11,0
URU,Summer,Rowing,5,0,38,1
URU,Summer,Sailing,0,0,32,0
URU,Summer,Shooting,0,0,7,0
URU,Summer,Swimming,0,0,69,0
URU,Summer,Tennis,0,0,2,0
URU,Summer,Water Polo,0,0,15,0
URU,Summer,Weightlifting,0,0,4,0
URU,Winter,Alpine Skiing,0,0,1,0
USA,Summer,Archery,16,22,118,19
USA,Summer,Art Competitions,0,4,553,5
USA,Summer,Athletics,221,542,2131,317
USA,Summer,Badminton,0,0,33,0
USA,Summer,Baseball,44,24,20,0
USA,Summer,Basketball,36,281,0,24
USA,Summer,Beach Volleyball,4,12,32,4
USA,Summer,Boxing,39,50,142,24
USA,Summer,Canoeing,6,8,290,7
USA,Summer,Cycling,31,16,445,31
USA,Summer,Diving,46,48,138,46
USA,Summer,Equestrianism,53,30,324,49
USA,Summer,Fencing,47,4,621,18
USA,Summer,Figure Skating,1,0,4,0
USA,Summer,Football,12,66,199,24
USA,Summer,Golf,14,12,78,12
USA,Summer,Gymnastics,63,60,1819,71
USA,Summer,Handball,0,0,142,0
USA,Summer,Hockey,30,0,152,0
USA,Summer,Ice Hockey,0,0,0,11
USA,Summer,Jeu De Paume,0,1,1,0
USA,Summer,Judo,8,2,91,4
USA,Summer,Lacrosse,0,0,0,12
USA,Summer,Modern Pentathlon,5,0,81,12
USA,Summer,Polo,5,2,0,5
USA,Summer,Rhythmic Gymnastics,0,0,21,0
USA,Summer,Roque,1,1,1,1
USA,Summer,Rowing,88,186,453,101
USA,Summer,Rugby,0,36,0,0
USA,Summer,Rugby Sevens,0,0,25,0
USA,Summer,Sailing,35,60,156,45
USA,Summer,Shooting,40,117,452,36
USA,Summer,Softball,0,45,0,15
USA,Summer,Swimming,175,649,560,254
USA,Summer,Synchronized Swimming,11,16,32,3
USA,Summer,Table Tennis,0,0,69,0
USA,Summer,Taekwondo,5,2,9,2
USA,Summer,Tennis,18,34,138,10
USA,Summer,Trampolining,0,0,8,0
USA,Summer,Triathlon,1,1,27,0
USA,Summer,Tug-Of-War,4,5,21,5
USA,Summer,Volleyball,48,36,143,36
USA,Summer,Water Polo,46,32,167,72
USA,Summer,Weightlifting,10,16,111,16
USA,Summer,Wrestling,34,52,255,42
USA,Winter,Alpine Skiing,9,16,508,19
USA,Winter,Biathlon,0,0,246,0
USA,Winter,Bobsleigh,28,23,192,23
USA,Winter,Cross Country Skiing,0,0,537,1
USA,Winter,Curling,4,0,43,0
USA,Winter,Figure Skating,28,16,223,21
USA,Winter,Freestyle Skiing,6,8,84,7
USA,Winter,Ice Hockey,31,56,222,178
USA,Winter,Luge,5,0,133,4
USA,Winter,Nordic Combined,0,1,121,6
USA,Winter,Short Track Speed Skating,23,4,93,15
USA,Winter,Skeleton,1,3,17,4
USA,Winter,Ski Jumping,1,0,174,0
USA,Winter,Snowboarding,9,10,61,5
USA,Winter,Speed Skating,16,29,500,25
UZB,Summer,Athletics,0,0,94,0
UZB,Summer,Boxing,8,4,36,2
UZB,Summer,Canoeing,0,0,47,0
UZB,Summer,Cycling,0,0,5,0
UZB,Summer,Fencing,0,0,3,0
UZB,Summer,Gymnastics,1,0,34,0
UZB,Summer,Judo,4,0,36,2
UZB,Summer,Rhythmic Gymnastics,0,0,7,0
UZB,Summer,Rowing,0,0,6,0
UZB,Summer,Shooting,0,0,20,0
UZB,Summer,Swimming,0,0,56,0
UZB,Summer,Table Tennis,0,0,2,0
UZB,Summer,Taekwondo,0,0,11,0
UZB,Summer,Tennis,0,0,6,0
UZB,Summer,Trampolining,1,0,4,0
UZB,Summer,Weightlifting,0,1,22,0
UZB,Summer,Wrestling,3,4,42,3
UZB,Winter,Alpine Skiing,0,0,12,0
UZB,Winter,Figure Skating,0,0,15,0
UZB,Winter,Freestyle Skiing,0,1,3,0
VAN,Summer,Archery,0,0,1,0
VAN,Summer,Athletics,0,0,25,0
VAN,Summer,Boxing,0,0,2,0
VAN,Summer,Judo,0,0,2,0
VAN,Summer,Rowing,0,0,1,0
VAN,Summer,Table Tennis,0,0,4,0
VEN,Summer,Archery,0,0,5,0
VEN,Summer,Art Competitions,0,0,1,0
VEN,Summer,Athletics,1,0,115,1
VEN,Summer,Basketball,0,0,22,0
VEN,Summer,Beach Volleyball,0,0,4,0
VEN,Summer,Boxing,3,1,76,2
VEN,Summer,Canoeing,0,0,5,0
VEN,Summer,Cycling,1,0,103,0
VEN,Summer,Diving,0,0,18,0
VEN,Summer,Equestrianism,0,0,10,0
VEN,Summer,Fencing,0,1,89,0
VEN,Summer,Football,0,0,16,0
VEN,Summer,Golf,0,0,1,0
VEN,Summer,Gymnastics,0,0,23,0
VEN,Summer,Judo,0,0,40,0
VEN,Summer,Rowing,0,0,2,0
VEN,Summer,Sailing,0,0,21,0
VEN,Summer,Shooting,1,0,56,0
VEN,Summer,Softball,0,0,15,0
VEN,Summer,Swimming,1,0,160,0
VEN,Summer,Synchronized Swimming,0,0,5,0
VEN,Summer,Table Tennis,0,0,12,0
VEN,Summer,Taekwondo,2,0,8,0
VEN,Summer,Tennis,0,0,11,0
VEN,Summer,Triathlon,0,0,2,0
VEN,Summer,Volleyball,0,0,22,0
VEN,Summer,Weightlifting,1,0,26,0
VEN,Summer,Wrestling,0,0,35,0
VEN,Winter,Alpine Skiing,0,0,1,0
VEN,Winter,Luge,0,0,6,0
VIE,Summer,Athletics,0,0,29,0
VIE,Summer,Badminton,0,0,5,0
VIE,Summer,Boxing,0,0,2,0
VIE,Summer,Canoeing,0,0,1,0
VIE,Summer,Cycling,0,0,1,0
VIE,Summer,Fencing,0,0,5,0
VIE,Summer,Gymnastics,0,0,14,0
VIE,Summer,Judo,0,0,3,0
VIE,Summer,Rowing,0,0,6,0
VIE,Summer,Shooting,0,1,21,1
VIE,Summer,Swimming,0,0,37,0
VIE,Summer,Table Tennis,0,0,2,0
VIE,Summer,Taekwondo,0,0,8,1
VIE,Summer,Weightlifting,0,0,8,1
VIE,Summer,Wrestling,0,0,8,0
VIN,Summer,Athletics,0,0,36,0
VIN,Summer,Swimming,0,0,6,0
VNM,Summer,Athletics,0,0,5,0
VNM,Summer,Boxing,0,0,1,0
VNM,Summer,Cycling,0,0,31,0
VNM,Summer,Fencing,0,0,8,0
VNM,Summer,Judo,0,0,3,0
VNM,Summer,Shooting,0,0,5,0
VNM,Summer,Swimming,0,0,9,0
WIF,Summer,Athletics,5,0,7,0
WIF,Summer,Cycling,0,0,3,0
WIF,Summer,Sailing,0,0,2,0
WIF,Summer,Shooting,0,0,2,0
WIF,Summer,Weightlifting,0,0,1,0
YAR,Summer,Athletics,0,0,7,0
YAR,Summer,Judo,0,0,2,0
YAR,Summer,Wrestling,0,0,2,0
YEM,Summer,Athletics,0,0,14,0
YEM,Summer,Gymnastics,0,0,4,0
YEM,Summer,Judo,0,0,8,0
YEM,Summer,Swimming,0,0,3,0
YEM,Summer,Taekwondo,0,0,2,0
YEM,Summer,Wrestling,0,0,1,0
YMD,Summer,Athletics,0,0,3,0
YMD,Summer,Boxing,0,0,2,0
YUG,Summer,Archery,0,0,2,0
YUG,Summer,Art Competitions,0,0,15,0
YUG,Summer,Athletics,0,0,193,2
YUG,Summer,Basketball,24,12,48,48
YUG,Summer,Boxing,6,3,34,2
YUG,Summer,Canoeing,1,3,41,3
YUG,Summer,Cycling,0,0,82,0
YUG,Summer,Diving,0,0,2,0
YUG,Summer,Equestrianism,0,0,7,0
YUG,Summer,Fencing,0,0,25,0
YUG,Summer,Football,17,16,87,40
YUG,Summer,Gymnastics,11,5,629,2
YUG,Summer,Handball,15,43,43,14
YUG,Summer,Judo,2,0,22,0
YUG,Summer,Rhythmic Gymnastics,0,0,4,0
YUG,Summer,Rowing,7,4,119,2
YUG,Summer,Sailing,0,0,18,0
YUG,Summer,Shooting,1,2,54,0
YUG,Summer,Swimming,0,1,102,1
YUG,Summer,Table Tennis,2,0,5,2
YUG,Summer,Tennis,0,0,6,0
YUG,Summer,Volleyball,0,0,12,0
YUG,Summer,Water Polo,0,37,46,39
YUG,Summer,Weightlifting,0,0,4,0
YUG,Summer,Wrestling,6,4,63,6
YUG,Winter,Alpine Skiing,0,0,148,2
YUG,Winter,Biathlon,0,0,26,0
YUG,Winter,Bobsleigh,0,0,22,0
YUG,Winter,Cross Country Skiing,0,0,134,0
YUG,Winter,Figure Skating,0,0,4,0
YUG,Winter,Ice Hockey,0,0,93,0
YUG,Winter,Luge,0,0,5,0
YUG,Winter,Nordic Combined,0,0,7,0
YUG,Winter,Ski Jumping,1,0,67,4
YUG,Winter,Speed Skating,0,0,24,0
ZAM,Summer,Athletics,0,0,69,1
ZAM,Summer,Badminton,0,0,1,0
ZAM,Summer,Boxing,1,0,50,0
ZAM,Summer,Fencing,0,0,1,0
ZAM,Summer,Football,0,0,32,0
ZAM,Summer,Judo,0,0,12,0
ZAM,Summer,Swimming,0,0,14,0
ZAM,Summer,Wrestling,0,0,2,0
ZIM,Summer,Archery,0,0,9,0
ZIM,Summer,Athletics,0,0,82,0
ZIM,Summer,Boxing,0,0,11,0
ZIM,Summer,Cycling,0,0,9,0
ZIM,Summer,Diving,0,0,17,0
ZIM,Summer,Equestrianism,0,0,1,0
ZIM,Summer,Football,0,0,17,0
ZIM,Summer,Hockey,0,15,15,0
ZIM,Summer,Judo,0,0,7,0
ZIM,Summer,Rowing,0,0,7,0
ZIM,Summer,Sailing,0,0,8,0
ZIM,Summer,Shooting,0,0,21,0
ZIM,Summer,Swimming,1,2,60,4
ZIM,Summer,Tennis,0,0,19,0
ZIM,Summer,Triathlon,0,0,3,0
ZIM,Summer,Weightlifting,0,0,1,0
ZIM,Winter,Alpine Skiing,0,0,2,0
