NOC,Season,Sport,Bronze,Gold,No Medal,Silver
CAN,Winter,Nordic Combined,0,0,22,0
CAN,Winter,Short Track Speed Skating,16,22,83,32
CAN,Winter,Skeleton,1,2,16,1
CAN,Winter,Ski Jumping,0,0,115,0
CAN,Winter,Snowboarding,2,3,81,2
CAN,Winter,Speed Skating,15,10,388,20
CAY,Summer,Athletics,0,0,17,0
CAY,Summer,Cycling,0,0,31,0
CAY,Summer,Sailing,0,0,16,0
CAY,Summer,Swimming,0,0,16,0
CAY,Winter,Alpine Skiing,0,0,3,0
CGO,Summer,Athletics,0,0,58,0
CGO,Summer,Boxing,0,0,5,0
CGO,Summer,Fencing,0,0,1,0
CGO,Summer,Handball,0,0,14,0
CGO,Summer,Judo,0,0,7,0
CGO,Summer,Swimming,0,0,12,0
CGO,Summer,Table Tennis,0,0,8,0
CHA,Summer,Athletics,0,0,37,0
CHA,Summer,Boxing,0,0,1,0
CHA,Summer,Judo,0,0,3,0
CHI,Summer,Archery,0,0,3,0
CHI,Summer,Athletics,0,0,165,2
CHI,Summer,Basketball,0,0,43,0
CHI,Summer,Beach Volleyball,0,0,2,0
CHI,Summer,Boxing,2,0,35,1
CHI,Summer,Canoeing,0,0,2,0
CHI,Summer,Cycling,0,0,88,0
CHI,Summer,Diving,0,0,4,0
CHI,Summer,Equestrianism,0,0,47,4
CHI,Summer,Fencing,0,0,45,0
CHI,Summer,Football,17,0,36,0
CHI,Summer,Golf,0,0,1,0
CHI,Summer,Gymnastics,0,0,12,0
CHI,Summer,Judo,0,0,6,0
CHI,Summer,Modern Pentathlon,0,0,23,0
CHI,Summer,Rowing,0,0,31,0
CHI,Summer,Sailing,0,0,27,0
CHI,Summer,Shooting,0,0,52,1
CHI,Summer,Swimming,0,0,28,0
CHI,Summer,Table Tennis,0,0,31,0
CHI,Summer,Taekwondo,0,0,3,0
CHI,Summer,Tennis,1,3,16,1
CHI,Summer,Triathlon,0,0,5,0
CHI,Summer,Water Polo,0,0,8,0
CHI,Summer,Weightlifting,0,0,6,0
CHI,Summer,Wrestling,0,0,1,0
CHI,Winter,Alpine Skiing,0,0,162,0
CHI,Winter,Biathlon,0,0,8,0
CHI,Winter,Cross Country Skiing,0,0,1,0
CHI,Winter,Freestyle Skiing,0,0,2,0
CHN,Summer,Archery,4,1,79,14
CHN,Summer,Art Competitions,0,0,5,0
CHN,Summer,Athletics,14,8,430,5
CHN,Summer,Badminton,23,28,65,13
CHN,Summer,Baseball,0,0,24,0
CHN,Summer,Basketball,12,0,200,11
CHN,Summer,Beach Volleyball,2,0,16,2
CHN,Summer,Boxing,6,3,38,3
CHN,Summer,Canoeing,0,4,107,0
CHN,Summer,Cycling,3,2,87,4
CHN,Summer,Diving,11,56,24,21
CHN,Summer,Equestrianism,0,0,11,0
CHN,Summer,Fencing,5,7,197,18
CHN,Summer,Football,0,0,114,15
CHN,Summer,Golf,1,0,3,0
CHN,Summer,Gymnastics,30,45,532,34
CHN,Summer,Handball,13,0,68,0
CHN,Summer,Hockey,0,0,81,16
CHN,Summer,Judo,11,8,60,3
CHN,Summer,Modern Pentathlon,0,0,18,1
CHN,Summer,Rhythmic Gymnastics,0,0,29,6
CHN,Summer,Rowing,14,4,141,11
CHN,Summer,Sailing,1,2,54,3
CHN,Summer,Shooting,19,22,180,15
CHN,Summer,Softball,0,0,45,15
CHN,Summer,Swimming,23,13,436,34
CHN,Summer,Synchronized Swimming,11,0,41,20
CHN,Summer,Table Tennis,9,49,19,23
CHN,Summer,Taekwondo,2,7,6,1
CHN,Summer,Tennis,2,2,47,0
CHN,Summer,Trampolining,6,3,3,2
CHN,Summer,Triathlon,0,0,11,0
CHN,Summer,Volleyball,23,34,60,9
CHN,Summer,Water Polo,0,0,76,0
CHN,Summer,Weightlifting,8,34,36,15
CHN,Summer,Wrestling,5,2,71,3
CHN,Winter,Alpine Skiing,0,0,32,0
CHN,Winter,Biathlon,0,0,129,0
CHN,Winter,Cross Country Skiing,0,0,136,0
CHN,Winter,Curling,4,0,13,0
CHN,Winter,Figure Skating,6,2,58,4
CHN,Winter,Freestyle Skiing,3,1,31,4
CHN,Winter,Ice Hockey,0,0,58,0
CHN,Winter,Short Track Speed Skating,18,12,91,19
CHN,Winter,Ski Jumping,0,0,8,0
CHN,Winter,Snowboarding,0,0,13,0
CHN,Winter,Speed Skating,3,1,169,3
CIV,Summer,Archery,0,0,2,0
CIV,Summer,Athletics,0,0,99,1
CIV,Summer,Boxing,0,0,8,0
CIV,Summer,Canoeing,0,0,20,0
CIV,Summer,Fencing,0,0,1,0
CIV,Summer,Football,0,0,16,0
CIV,Summer,Handball,0,0,14,0
CIV,Summer,Judo,0,0,11,0
CIV,Summer,Swimming,0,0,8,0
CIV,Summer,Taekwondo,1,1,6,0
CIV,Summer,Tennis,0,0,3,0
CIV,Summer,Wrestling,0,0,2,0
CMR,Summer,Athletics,0,2,95,0
CMR,Summer,Boxing,1,0,40,1
CMR,Summer,Cycling,0,0,28,0
CMR,Summer,Football,0,18,49,0
CMR,Summer,Judo,0,0,22,0
CMR,Summer,Rowing,0,0,2,0
CMR,Summer,Swimming,0,0,5,0
CMR,Summer,Table Tennis,0,0,2,0
CMR,Summer,Volleyball,0,0,10,0
CMR,Summer,Weightlifting,0,0,11,0
CMR,Summer,Wrestling,0,0,24,0
CMR,Winter,Cross Country Skiing,0,0,2,0
COD,Summer,Athletics,0,0,34,0
COD,Summer,Basketball,0,0,12,0
COD,Summer,Boxing,0,0,14,0
COD,Summer,Cycling,0,0,18,0
COD,Summer,Judo,0,0,9,0
COD,Summer,Swimming,0,0,1,0
COD,Summer,Table Tennis,0,0,4,0
COD,Summer,Taekwondo,0,0,1,0
COK,Summer,Athletics,0,0,14,0
COK,Summer,Boxing,0,0,3,0
COK,Summer,Canoeing,0,0,5,0
COK,Summer,Sailing,0,0,5,0
COK,Summer,Swimming,0,0,5,0
COK,Summer,Weightlifting,0,0,8,0
COL,Summer,Archery,0,0,17,0
COL,Summer,Art Competitions,0,0,1,0
COL,Summer,Athletics,1,1,205,1
COL,Summer,Boxing,4,0,42,1
COL,Summer,Cycling,3,2,187,1
COL,Summer,Diving,0,0,24,0
COL,Summer,Equestrianism,0,0,19,0
COL,Summer,Fencing,0,0,62,0
COL,Summer,Football,0,0,120,0
COL,Summer,Golf,0,0,1,0
COL,Summer,Gymnastics,0,0,37,0
COL,Summer,Judo,1,0,10,1
COL,Summer,Rowing,0,0,1,0
COL,Summer,Rugby Sevens,0,0,12,0
COL,Summer,Sailing,0,0,6,0
COL,Summer,Shooting,0,0,61,2
COL,Summer,Swimming,0,0,123,0
COL,Summer,Synchronized Swimming,0,0,2,0
COL,Summer,Table Tennis,0,0,3,0
COL,Summer,Taekwondo,1,0,8,0
COL,Summer,Tennis,0,0,15,0
COL,Summer,Triathlon,0,0,3,0
COL,Summer,Tug-Of-War,0,0,0,1
COL,Summer,Weightlifting,2,2,59,2
COL,Summer,Wrestling,2,0,21,0
COL,Winter,Alpine Skiing,0,0,2,0
COM,Summer,Athletics,0,0,14,0
COM,Summer,Swimming,0,0,4,0
COM,Summer,Weightlifting,0,0,1,0
CPV,Summer,Athletics,0,0,11,0
CPV,Summer,Boxing,0,0,2,0
CPV,Summer,Judo,0,0,1,0
CPV,Summer,Rhythmic Gymnastics,0,0,3,0
CPV,Summer,Taekwondo,0,0,1,0
CRC,Summer,Archery,0,0,5,0
CRC,Summer,Athletics,0,0,41,0
CRC,Summer,Beach Volleyball,0,0,2,0
CRC,Summer,Boxing,0,0,3,0
CRC,Summer,Canoeing,0,0,6,0
CRC,Summer,Cycling,0,0,20,0
CRC,Summer,Diving,0,0,2,0
CRC,Summer,Fencing,0,0,2,0
CRC,Summer,Football,0,0,47,0
CRC,Summer,Judo,0,0,16,0
CRC,Summer,Shooting,0,0,25,0
CRC,Summer,Swimming,2,1,56,1
CRC,Summer,Taekwondo,0,0,3,0
CRC,Summer,Tennis,0,0,1,0
CRC,Summer,Triathlon,0,0,3,0
CRC,Summer,Weightlifting,0,0,4,0
CRC,Winter,Alpine Skiing,0,0,15,0
CRC,Winter,Biathlon,0,0,2,0
CRC,Winter,Cross Country Skiing,0,0,7,0
CRO,Summer,Athletics,1,3,59,1
CRO,Summer,Basketball,0,0,46,12
CRO,Summer,Boxing,1,0,7,0
CRO,Summer,Canoeing,0,0,26,0
CRO,Summer,Cycling,0,0,8,0
CRO,Summer,Diving,0,0,1,0
CRO,Summer,Equestrianism,0,0,2,0
CRO,Summer,Fencing,0,0,1,0
CRO,Summer,Gymnastics,0,0,24,1
CRO,Summer,Handball,15,31,43,0
CRO,Summer,Judo,0,0,3,0
CRO,Summer,Rowing,9,2,28,7
CRO,Summer,Sailing,0,2,41,1
CRO,Summer,Shooting,1,2,44,0
CRO,Summer,Swimming,0,0,105,1
CRO,Summer,Table Tennis,0,0,36,0
CRO,Summer,Taekwondo,3,0,7,0
CRO,Summer,Tennis,5,0,32,0
CRO,Summer,Volleyball,0,0,11,0
CRO,Summer,Water Polo,0,13,39,25
CRO,Summer,Weightlifting,1,1,1,0
CRO,Summer,Wrestling,0,0,5,0
CRO,Winter,Alpine Skiing,0,4,83,6
CRO,Winter,Biathlon,1,0,8,0
CRO,Winter,Bobsleigh,0,0,14,0
CRO,Winter,Cross Country Skiing,0,0,46,0
CRO,Winter,Figure Skating,0,0,5,0
CRO,Winter,Skeleton,0,0,1,0
CRO,Winter,Snowboarding,0,0,1,0
CRT,Summer,Athletics,0,0,10,0
CRT,Summer,Shooting,0,0,1,0
CUB,Summer,Archery,0,0,8,0
CUB,Summer,Art Competitions,0,0,3,0
CUB,Summer,Athletics,25,10,384,23
CUB,Summer,Badminton,0,0,1,0
CUB,Summer,Baseball,0,64,0,48
CUB,Summer,Basketball,12,0,109,0
CUB,Summer,Beach Volleyball,0,0,14,0
CUB,Summer,Boxing,17,37,53,19
CUB,Summer,Canoeing,0,0,47,5
CUB,Summer,Cycling,0,0,69,1
CUB,Summer,Diving,0,0,33,0
CUB,Summer,Fencing,7,6,160,7
CUB,Summer,Football,0,0,29,0
CUB,Summer,Gymnastics,0,0,386,0
CUB,Summer,Handball,0,0,27,0
CUB,Summer,Hockey,0,0,16,0
CUB,Summer,Judo,16,6,58,14
CUB,Summer,Modern Pentathlon,0,0,3,0
CUB,Summer,Rowing,0,0,131,0
CUB,Summer,Sailing,0,0,17,2
CUB,Summer,Shooting,3,1,90,0
CUB,Summer,Softball,0,0,15,0
CUB,Summer,Swimming,1,0,51,1
CUB,Summer,Synchronized Swimming,0,0,2,0
CUB,Summer,Table Tennis,0,0,18,0
CUB,Summer,Taekwondo,2,1,8,2
CUB,Summer,Volleyball,24,28,118,0
CUB,Summer,Water Polo,0,0,57,0
CUB,Summer,Weightlifting,2,2,62,1
CUB,Summer,Wrestling,7,9,101,6
CYP,Summer,Archery,0,0,2,0
CYP,Summer,Athletics,0,0,67,0
CYP,Summer,Cycling,0,0,4,0
CYP,Summer,Gymnastics,0,0,6,0
CYP,Summer,Judo,0,0,12,0
CYP,Summer,Rhythmic Gymnastics,0,0,3,0
CYP,Summer,Sailing,0,0,24,1
CYP,Summer,Shooting,0,0,23,0
CYP,Summer,Swimming,0,0,31,0
CYP,Summer,Tennis,0,0,2,0
CYP,Summer,Weightlifting,0,0,1,0
CYP,Summer,Wrestling,0,0,2,0
CYP,Winter,Alpine Skiing,0,0,47,0
CZE,Summer,Archery,0,0,2,0
CZE,Summer,Athletics,6,5,171,1
CZE,Summer,Badminton,0,0,6,0
CZE,Summer,Basketball,0,0,36,0
CZE,Summer,Beach Volleyball,0,0,18,0
CZE,Summer,Boxing,0,0,6,1
CZE,Summer,Canoeing,13,4,81,7
CZE,Summer,Cycling,0,1,74,1
CZE,Summer,Diving,0,0,1,0
CZE,Summer,Equestrianism,0,0,2,0
CZE,Summer,Fencing,0,0,3,0
CZE,Summer,Football,0,0,16,0
CZE,Summer,Golf,0,0,1,0
CZE,Summer,Gymnastics,0,0,50,0
CZE,Summer,Judo,0,1,15,0
CZE,Summer,Modern Pentathlon,1,1,10,0
CZE,Summer,Rhythmic Gymnastics,0,0,3,0
CZE,Summer,Rowing,1,1,51,6
CZE,Summer,Sailing,0,0,18,1
CZE,Summer,Shooting,4,2,86,3
CZE,Summer,Swimming,0,0,102,0
CZE,Summer,Synchronized Swimming,0,0,10,0
CZE,Summer,Table Tennis,0,0,22,0
CZE,Summer,Tennis,6,0,62,4
CZE,Summer,Trampolining,0,0,3,0
CZE,Summer,Triathlon,1,0,16,0
CZE,Summer,Weightlifting,0,0,7,0
CZE,Summer,Wrestling,0,0,11,0
CZE,Winter,Alpine Skiing,1,0,115,0
CZE,Winter,Biathlon,2,0,169,6
CZE,Winter,Bobsleigh,0,0,49,0
CZE,Winter,Cross Country Skiing,6,1,194,5
CZE,Winter,Figure Skating,0,0,25,0
CZE,Winter,Freestyle Skiing,0,1,18,0
CZE,Winter,Ice Hockey,24,21,89,0
CZE,Winter,Luge,0,0,18,0
CZE,Winter,Nordic Combined,0,0,62,0
CZE,Winter,Short Track Speed Skating,0,0,12,0
CZE,Winter,Skeleton,0,0,1,0
CZE,Winter,Ski Jumping,0,0,72,0
CZE,Winter,Snowboarding,0,1,14,0
CZE,Winter,Speed Skating,1,3,9,1
DEN,Summer,Archery,0,0,27,0
DEN,Summer,Art Competitions,4,0,95,5
DEN,Summer,Athletics,3,0,250,4
DEN,Summer,Badminton,6,1,92,5
DEN,Summer,Boxing,6,1,72,5
DEN,Summer,Canoeing,9,4,102,9
DEN,Summer,Cycling,22,14,271,16
DEN,Summer,Diving,1,1,27,0
DEN,Summer,Equestrianism,4,0,132,4
DEN,Summer,Fencing,3,1,223,2
DEN,Summer,Football,13,12,86,40
DEN,Summer,Golf,0,0,4,0
DEN,Summer,Gymnastics,20,20,184,71
DEN,Summer,Handball,0,59,100,0
DEN,Summer,Hockey,0,0,57,12
DEN,Summer,Judo,0,0,2,0
DEN,Summer,Modern Pentathlon,0,0,25,0
DEN,Summer,Rhythmic Gymnastics,0,0,1,0
DEN,Summer,Rowing,40,26,203,13
DEN,Summer,Sailing,18,24,141,24
DEN,Summer,Shooting,10,7,259,10
DEN,Summer,Swimming,9,3,328,9
DEN,Summer,Table Tennis,2,0,8,0
DEN,Summer,Taekwondo,0,0,4,0
DEN,Summer,Tennis,0,0,53,1
DEN,Summer,Trampolining,0,0,3,0
DEN,Summer,Triathlon,0,0,7,0
DEN,Summer,Tug-Of-War,0,3,0,0
DEN,Summer,Weightlifting,0,1,23,2
DEN,Summer,Wrestling,7,2,87,4
DEN,Winter,Alpine Skiing,0,0,20,0
DEN,Winter,Biathlon,0,0,2,0
DEN,Winter,Cross Country Skiing,0,0,33,0
DEN,Winter,Curling,0,0,31,5
DEN,Winter,Figure Skating,0,0,7,0
DEN,Winter,Freestyle Skiing,0,0,3,0
DEN,Winter,Snowboarding,0,0,2,0
DEN,Winter,Speed Skating,0,0,9,0
DJI,Summer,Athletics,1,0,27,0
DJI,Summer,Judo,0,0,3,0
DJI,Summer,Sailing,0,0,4,0
DJI,Summer,Swimming,0,0,2,0
DJI,Summer,Table Tennis,0,0,1,0
DMA,Summer,Athletics,0,0,15,0
DMA,Summer,Swimming,0,0,3,0
DMA,Winter,Cross Country Skiing,0,0,1,0
DOM,Summer,Archery,0,0,1,0
DOM,Summer,Athletics,0,2,70,1
DOM,Summer,Baseball,0,0,20,0
DOM,Summer,Boxing,1,1,49,0
DOM,Summer,Cycling,0,0,1,0
DOM,Summer,Diving,0,0,5,0
DOM,Summer,Equestrianism,0,0,1,0
DOM,Summer,Gymnastics,0,0,2,0
DOM,Summer,Judo,0,0,27,0
DOM,Summer,Sailing,0,0,2,0
DOM,Summer,Shooting,0,0,9,0
DOM,Summer,Swimming,0,0,6,0
DOM,Summer,Synchronized Swimming,0,0,4,0
DOM,Summer,Table Tennis,0,0,15,0
DOM,Summer,Taekwondo,1,0,4,1
DOM,Summer,Tennis,0,0,2,0
DOM,Summer,Volleyball,0,0,24,0
DOM,Summer,Weightlifting,0,0,21,0
DOM,Summer,Wrestling,0,0,7,0
ECU,Summer,Athletics,0,1,81,1
ECU,Summer,Boxing,0,0,24,0
ECU,Summer,Canoeing,0,0,2,0
ECU,Summer,Cycling,0,0,26,0
ECU,Summer,Diving,0,0,2,0
ECU,Summer,Equestrianism,0,0,3,0
ECU,Summer,Gymnastics,0,0,21,0
ECU,Summer,Judo,0,0,17,0
ECU,Summer,Rowing,0,0,1,0
ECU,Summer,Sailing,0,0,1,0
ECU,Summer,Shooting,0,0,16,0
ECU,Summer,Swimming,0,0,46,0
ECU,Summer,Table Tennis,0,0,1,0
ECU,Summer,Taekwondo,0,0,1,0
ECU,Summer,Tennis,0,0,6,0
ECU,Summer,Triathlon,0,0,2,0
ECU,Summer,Weightlifting,0,0,16,0
ECU,Summer,Wrestling,0,0,9,0
EGY,Summer,Archery,0,0,11,0
EGY,Summer,Art Competitions,0,0,3,0
EGY,Summer,Athletics,0,0,63,0
EGY,Summer,Badminton,0,0,2,0
EGY,Summer,Basketball,0,0,77,0
EGY,Summer,Beach Volleyball,0,0,2,0
EGY,Summer,Boxing,2,0,78,1
EGY,Summer,Canoeing,0,0,4,0
EGY,Summer,Cycling,0,0,13,0
EGY,Summer,Diving,1,0,28,1
EGY,Summer,Equestrianism,0,0,19,0
EGY,Summer,Fencing,0,0,180,1
EGY,Summer,Football,0,0,142,0
EGY,Summer,Gymnastics,0,0,169,0
EGY,Summer,Handball,0,0,88,0
EGY,Summer,Hockey,0,0,32,0
EGY,Summer,Judo,1,0,36,1
EGY,Summer,Modern Pentathlon,0,0,30,0
EGY,Summer,Rhythmic Gymnastics,0,0,2,0
EGY,Summer,Rowing,0,0,50,0
EGY,Summer,Sailing,0,0,3,0
EGY,Summer,Shooting,0,0,84,0
EGY,Summer,Swimming,0,0,101,0
EGY,Summer,Synchronized Swimming,0,0,40,0
EGY,Summer,Table Tennis,0,0,35,0
EGY,Summer,Taekwondo,2,0,13,0
EGY,Summer,Volleyball,0,0,60,0
EGY,Summer,Water Polo,0,0,51,0
EGY,Summer,Weightlifting,4,5,75,2
EGY,Summer,Wrestling,2,2,101,2
EGY,Winter,Alpine Skiing,0,0,3,0
ERI,Summer,Athletics,1,0,40,0
ERI,Summer,Cycling,0,0,2,0
ESA,Summer,Archery,0,0,2,0
ESA,Summer,Art Competitions,0,0,4,0
ESA,Summer,Athletics,0,0,37,0
ESA,Summer,Boxing,0,0,2,0
ESA,Summer,Cycling,0,0,17,0
ESA,Summer,Football,0,0,18,0
ESA,Summer,Judo,0,0,10,0
ESA,Summer,Rowing,0,0,3,0
ESA,Summer,Sailing,0,0,4,0
ESA,Summer,Shooting,0,0,24,0
ESA,Summer,Swimming,0,0,83,0
ESA,Summer,Tennis,0,0,1,0
ESA,Summer,Weightlifting,0,0,8,0
ESA,Summer,Wrestling,0,0,5,0
ESP,Summer,Archery,0,3,33,0
ESP,Summer,Art Competitions,0,0,3,0
ESP,Summer,Athletics,6,3,623,5
ESP,Summer,Badminton,0,1,10,0
ESP,Summer,Baseball,0,0,20,0
ESP,Summer,Basketball,12,0,131,48
ESP,Summer,Basque Pelota,0,2,0,0
ESP,Summer,Beach Volleyball,0,0,16,2
ESP,Summer,Boxing,2,0,68,2
ESP,Summer,Canoeing,6,7,168,11
ESP,Summer,Cycling,8,5,213,6
ESP,Summer,Diving,0,0,37,0
ESP,Summer,Equestrianism,1,3,192,7
ESP,Summer,Fencing,1,0,139,0
ESP,Summer,Football,0,17,112,35
ESP,Summer,Golf,0,0,4,0
ESP,Summer,Gymnastics,1,2,629,1
ESP,Summer,Handball,60,0,146,0
ESP,Summer,Hockey,14,15,289,48
ESP,Summer,Judo,2,3,69,1
ESP,Summer,Modern Pentathlon,0,0,30,0
ESP,Summer,Polo,0,0,6,5
ESP,Summer,Rhythmic Gymnastics,0,6,37,6
ESP,Summer,Rowing,0,0,133,2
ESP,Summer,Rugby Sevens,0,0,25,0
ESP,Summer,Sailing,1,24,165,8
ESP,Summer,Shooting,1,0,215,2
ESP,Summer,Swimming,4,2,430,2
ESP,Summer,Synchronized Swimming,8,0,29,12
ESP,Summer,Table Tennis,0,0,25,0
ESP,Summer,Taekwondo,1,1,11,4
ESP,Summer,Tennis,5,3,105,11
ESP,Summer,Triathlon,0,0,25,1
ESP,Summer,Volleyball,0,0,36,0
ESP,Summer,Water Polo,0,12,174,24
ESP,Summer,Weightlifting,1,0,33,0
ESP,Summer,Wrestling,1,0,39,0
ESP,Winter,Alpine Skiing,1,1,216,0
ESP,Winter,Biathlon,0,0,13,0
ESP,Winter,Bobsleigh,0,0,18,0
ESP,Winter,Cross Country Skiing,0,0,108,0
ESP,Winter,Figure Skating,0,0,11,0
ESP,Winter,Freestyle Skiing,0,0,7,0
ESP,Winter,Luge,0,0,6,0
ESP,Winter,Skeleton,0,0,2,0
ESP,Winter,Ski Jumping,0,0,7,0
ESP,Winter,Snowboarding,0,0,16,0
EST,Summer,Archery,0,0,4,0
EST,Summer,Athletics,3,2,119,1
EST,Summer,Badminton,0,0,5,0
EST,Summer,Basketball,0,0,8,0
EST,Summer,Beach Volleyball,0,0,4,0
EST,Summer,Boxing,0,0,3,1
EST,Summer,Canoeing,0,0,6,0
EST,Summer,Cycling,0,1,30,0
EST,Summer,Fencing,0,0,31,0
EST,Summer,Football,0,0,11,0
EST,Summer,Judo,3,0,6,0
EST,Summer,Modern Pentathlon,0,0,3,0
EST,Summer,Rhythmic Gymnastics,0,0,1,0
EST,Summer,Rowing,4,0,29,3
EST,Summer,Sailing,7,0,24,0
EST,Summer,Shooting,0,0,12,0
EST,Summer,Swimming,0,0,47,0
EST,Summer,Table Tennis,0,0,1,0
EST,Summer,Tennis,0,0,7,0
EST,Summer,Triathlon,0,0,3,0
EST,Summer,Weightlifting,3,1,13,3
EST,Summer,Wrestling,4,5,41,2
EST,Winter,Alpine Skiing,0,0,13,0
EST,Winter,Biathlon,0,0,140,0
EST,Winter,Cross Country Skiing,1,4,190,2
EST,Winter,Figure Skating,0,0,16,0
EST,Winter,Luge,0,0,3,0
EST,Winter,Nordic Combined,0,0,34,0
EST,Winter,Ski Jumping,0,0,12,0
EST,Winter,Speed Skating,0,0,10,0
ETH,Summer,Athletics,22,22,236,9
ETH,Summer,Boxing,0,0,27,0
ETH,Summer,Cycling,0,0,56,0
ETH,Summer,Swimming,0,0,4,0
ETH,Winter,Cross Country Skiing,0,0,2,0
EUN,Summer,Archery,4,0,8,0
EUN,Summer,Athletics,3,12,85,14
EUN,Summer,Badminton,0,0,2,0
EUN,Summer,Basketball,0,12,12,0
EUN,Summer,Boxing,1,0,10,1
EUN,Summer,Canoeing,0,2,20,1
EUN,Summer,Cycling,0,0,21,0
EUN,Summer,Diving,1,0,5,2
EUN,Summer,Equestrianism,0,0,15,0
EUN,Summer,Fencing,6,5,19,2
EUN,Summer,Gymnastics,4,19,56,5
EUN,Summer,Handball,13,12,0,0
EUN,Summer,Hockey,0,0,15,0
EUN,Summer,Judo,2,2,9,0
EUN,Summer,Modern Pentathlon,1,0,2,3
EUN,Summer,Rhythmic Gymnastics,1,1,0,0
EUN,Summer,Rowing,4,0,43,0
EUN,Summer,Sailing,0,0,14,0
EUN,Summer,Shooting,1,5,20,2
EUN,Summer,Swimming,5,11,37,14
EUN,Summer,Synchronized Swimming,0,0,5,0
EUN,Summer,Table Tennis,0,0,11,0
EUN,Summer,Tennis,3,0,4,0
EUN,Summer,Volleyball,0,0,12,8
EUN,Summer,Water Polo,13,0,0,0
EUN,Summer,Weightlifting,0,5,1,4
EUN,Summer,Wrestling,5,6,4,5
EUN,Winter,Alpine Skiing,0,0,19,0
EUN,Winter,Biathlon,4,2,12,5
EUN,Winter,Bobsleigh,0,0,12,0
EUN,Winter,Cross Country Skiing,4,6,28,2
EUN,Winter,Figure Skating,2,5,8,2
EUN,Winter,Freestyle Skiing,0,0,7,1
EUN,Winter,Ice Hockey,0,22,0,0
EUN,Winter,Luge,0,0,10,0
EUN,Winter,Nordic Combined,0,0,7,0
EUN,Winter,Short Track Speed Skating,4,0,4,0
EUN,Winter,Ski Jumping,0,0,12,0
EUN,Winter,Speed Skating,0,0,36,0
FIJ,Summer,Archery,0,0,3,0
FIJ,Summer,Athletics,0,0,65,0
FIJ,Summer,Boxing,0,0,5,0
FIJ,Summer,Cycling,0,0,1,0
FIJ,Summer,Football,0,0,16,0
FIJ,Summer,Judo,0,0,17,0
FIJ,Summer,Rugby Sevens,0,13,13,0
FIJ,Summer,Sailing,0,0,22,0
FIJ,Summer,Shooting,0,0,4,0
FIJ,Summer,Swimming,0,0,60,0
FIJ,Summer,Table Tennis,0,0,1,0
FIJ,Summer,Weightlifting,0,0,8,0
FIJ,Winter,Alpine Skiing,0,0,2,0
FIJ,Winter,Cross Country Skiing,0,0,2,0
FIN,Summer,Archery,2,1,39,3
FIN,Summer,Art Competitions,1,3,4,1
FIN,Summer,Athletics,32,64,774,42
FIN,Summer,Badminton,0,0,14,0
FIN,Summer,Basketball,0,0,23,0
FIN,Summer,Boxing,12,2,57,1
FIN,Summer,Canoeing,5,7,86,2
FIN,Summer,Cycling,0,0,123,0
FIN,Summer,Diving,0,0,49,0
FIN,Summer,Equestrianism,0,0,57,0
FIN,Summer,Fencing,0,0,61,0
FIN,Summer,Figure Skating,0,2,1,0
FIN,Summer,Football,0,0,51,0
FIN,Summer,Golf,0,0,4,0
FIN,Summer,Gymnastics,60,15,615,24
FIN,Summer,Hockey,0,0,11,0
FIN,Summer,Judo,0,0,27,0
FIN,Summer,Modern Pentathlon,10,0,57,1
FIN,Summer,Rhythmic Gymnastics,0,0,4,0
FIN,Summer,Rowing,11,3,77,2
FIN,Summer,Sailing,24,3,142,8
FIN,Summer,Shooting,26,4,306,11
FIN,Summer,Swimming,3,0,233,1
FIN,Summer,Synchronized Swimming,0,0,1,0
FIN,Summer,Table Tennis,0,0,1,0
FIN,Summer,Taekwondo,0,0,5,0
FIN,Summer,Tennis,0,0,11,0
FIN,Summer,Weightlifting,2,1,62,0
FIN,Summer,Wrestling,29,27,189,29
FIN,Winter,Alpine Skiing,0,0,86,1
FIN,Winter,Biathlon,2,0,163,10
FIN,Winter,Cross Country Skiing,64,35,449,42
FIN,Winter,Curling,0,0,5,4
FIN,Winter,Figure Skating,0,0,24,2
FIN,Winter,Freestyle Skiing,1,1,30,2
FIN,Winter,Ice Hockey,129,0,246,45
FIN,Winter,Military Ski Patrol,0,0,0,4
FIN,Winter,Nordic Combined,5,7,94,11
FIN,Winter,Ski Jumping,4,16,134,14
FIN,Winter,Snowboarding,1,0,32,2
FIN,Winter,Speed Skating,9,7,220,8
FRA,Summer,Archery,16,7,103,25
FRA,Summer,Art Competitions,5,6,351,4
FRA,Summer,Athletics,62,14,1384,40
FRA,Summer,Badminton,0,0,20,0
FRA,Summer,Basketball,0,0,109,38
FRA,Summer,Beach Volleyball,0,0,10,0
FRA,Summer,Boxing,10,6,147,9
FRA,Summer,Canoeing,31,10,227,12
FRA,Summer,Cricket,0,0,0,3
FRA,Summer,Croquet,2,4,11,2
FRA,Summer,Cycling,43,69,528,39
FRA,Summer,Diving,0,0,79,1
FRA,Summer,Equestrianism,21,32,384,26
FRA,Summer,Fencing,89,129,672,92
FRA,Summer,Figure Skating,0,0,2,0
FRA,Summer,Football,0,16,180,16
FRA,Summer,Golf,0,0,11,0
FRA,Summer,Gymnastics,36,5,1518,17
FRA,Summer,Handball,16,30,104,31
FRA,Summer,Hockey,0,0,135,0
FRA,Summer,Ice Hockey,0,0,7,0
FRA,Summer,Judo,25,14,86,10
FRA,Summer,Modern Pentathlon,6,0,86,1
FRA,Summer,Motorboating,0,1,0,0
